filename,xmin,xmax,ymin,ymax,cell_type,confidence
BloodImage_00000.jpg,586,628,371,392,3,0.87460248
BloodImage_00000.jpg,353,396,156,188,1,0.606434808
BloodImage_00000.jpg,181,282,213,329,3,0.63055873
BloodImage_00000.jpg,400,429,194,209,1,0.791476585
BloodImage_00000.jpg,454,502,73,133,3,0.937676219
BloodImage_00000.jpg,246,293,418,439,3,0.640061923
BloodImage_00000.jpg,595,639,374,418,3,0.5470558
BloodImage_00000.jpg,246,293,413,439,3,0.906337883
BloodImage_00000.jpg,596,639,155,180,3,0.842814195
BloodImage_00000.jpg,0,28,249,324,3,0.976191756
BloodImage_00000.jpg,76,271,88,351,3,0.889941859
BloodImage_00000.jpg,566,610,245,269,3,0.874234037
BloodImage_00000.jpg,430,472,283,301,1,0.726305057
BloodImage_00000.jpg,577,639,407,479,1,0.87323357
BloodImage_00000.jpg,125,152,410,428,3,0.990967884
BloodImage_00000.jpg,242,273,132,159,1,0.631145372
BloodImage_00000.jpg,522,538,311,335,3,0.792085611
BloodImage_00000.jpg,297,401,176,221,3,0.816935687
BloodImage_00000.jpg,9,156,336,479,3,0.961894817
BloodImage_00000.jpg,184,226,97,142,3,0.899599955
BloodImage_00000.jpg,75,85,376,415,3,0.512437325
BloodImage_00000.jpg,0,104,153,194,3,0.527530314
BloodImage_00000.jpg,53,70,384,410,3,0.933868662
BloodImage_00000.jpg,8,159,344,479,3,0.927832121
BloodImage_00000.jpg,356,370,235,273,3,0.557682838
BloodImage_00000.jpg,80,159,236,325,3,0.843859004
BloodImage_00000.jpg,74,136,176,325,3,0.904098513
BloodImage_00000.jpg,105,335,305,479,3,0.7217211
BloodImage_00000.jpg,0,76,416,479,3,0.9944605
BloodImage_00000.jpg,93,260,193,347,3,0.810345716
BloodImage_00000.jpg,66,108,0,14,3,0.813458306
BloodImage_00000.jpg,488,559,385,451,3,0.797836072
BloodImage_00000.jpg,242,258,217,250,3,0.607192979
BloodImage_00000.jpg,92,157,0,58,3,0.960101851
BloodImage_00000.jpg,236,491,329,479,3,0.604918428
BloodImage_00000.jpg,289,305,303,323,3,0.963539251
BloodImage_00000.jpg,48,74,6,39,3,0.986541437
BloodImage_00000.jpg,0,31,248,325,3,0.893403056
BloodImage_00000.jpg,549,560,176,207,3,0.880090636
BloodImage_00000.jpg,297,410,176,228,3,0.705684882
BloodImage_00000.jpg,161,273,133,212,3,0.939285914
BloodImage_00000.jpg,347,381,118,162,3,0.935114381
BloodImage_00000.jpg,509,551,69,122,3,0.81654299
BloodImage_00000.jpg,0,28,215,281,3,0.881196866
BloodImage_00000.jpg,93,156,208,270,3,0.975040503
BloodImage_00000.jpg,222,278,0,33,1,0.638662162
BloodImage_00000.jpg,219,257,384,417,1,0.630334013
BloodImage_00000.jpg,31,56,435,464,3,0.786830112
BloodImage_00000.jpg,72,578,305,479,3,0.965573485
BloodImage_00000.jpg,312,356,19,72,3,0.895869211
BloodImage_00000.jpg,555,576,139,176,3,0.738337274
BloodImage_00000.jpg,148,394,317,479,3,0.986365348
BloodImage_00000.jpg,557,616,267,294,3,0.770179203
BloodImage_00000.jpg,404,443,0,11,3,0.572420534
BloodImage_00000.jpg,159,177,385,409,3,0.925661981
BloodImage_00000.jpg,145,291,88,224,3,0.94005637
BloodImage_00000.jpg,157,175,233,252,3,0.932037375
BloodImage_00000.jpg,192,360,292,400,3,0.970815749
BloodImage_00000.jpg,164,197,124,177,3,0.608360441
BloodImage_00000.jpg,571,592,298,325,1,0.580708828
BloodImage_00000.jpg,481,508,225,244,3,0.964680141
BloodImage_00000.jpg,36,61,77,90,3,0.982671153
BloodImage_00000.jpg,241,282,33,47,3,0.862162139
BloodImage_00000.jpg,411,458,38,60,3,0.925144161
BloodImage_00000.jpg,461,497,127,139,3,0.588162789
BloodImage_00000.jpg,0,31,225,325,2,0.736477816
BloodImage_00000.jpg,475,501,459,479,3,0.577563879
BloodImage_00000.jpg,310,442,267,353,3,0.838644501
BloodImage_00000.jpg,496,512,368,411,3,0.932435785
BloodImage_00000.jpg,423,469,448,479,1,0.780496576
BloodImage_00000.jpg,0,33,183,281,3,0.923333728
BloodImage_00000.jpg,556,632,192,267,3,0.873894634
BloodImage_00000.jpg,186,219,106,143,3,0.78072895
BloodImage_00000.jpg,263,279,445,467,3,0.675802207
BloodImage_00000.jpg,518,575,132,175,3,0.883749992
BloodImage_00000.jpg,132,161,175,192,3,0.987354682
BloodImage_00000.jpg,419,449,415,444,1,0.667537974
BloodImage_00000.jpg,191,211,168,194,1,0.699871525
BloodImage_00000.jpg,583,617,444,460,3,0.975319257
BloodImage_00000.jpg,98,128,129,154,3,0.746359831
BloodImage_00000.jpg,509,580,66,122,1,0.632333133
BloodImage_00000.jpg,513,542,53,93,3,0.561173608
BloodImage_00000.jpg,145,172,191,224,1,0.685521852
BloodImage_00000.jpg,484,518,127,155,3,0.81291947
BloodImage_00000.jpg,480,627,0,234,3,0.976275426
BloodImage_00000.jpg,233,264,0,21,3,0.854348344
BloodImage_00000.jpg,496,578,344,429,1,0.633838228
BloodImage_00000.jpg,352,383,432,454,2,0.756542923
BloodImage_00000.jpg,524,548,433,479,3,0.835803167
BloodImage_00000.jpg,554,617,426,460,3,0.770326703
BloodImage_00000.jpg,297,370,0,71,3,0.718424172
BloodImage_00000.jpg,103,133,117,143,3,0.987031016
BloodImage_00000.jpg,340,445,303,356,3,0.742881018
BloodImage_00000.jpg,436,458,38,58,3,0.571094352
BloodImage_00000.jpg,7,79,418,479,3,0.803931346
BloodImage_00000.jpg,72,491,305,479,1,0.651993418
BloodImage_00000.jpg,337,367,432,450,3,0.521086736
BloodImage_00000.jpg,419,467,385,439,3,0.781673212
BloodImage_00000.jpg,481,499,225,243,3,0.864892949
BloodImage_00000.jpg,468,502,330,345,3,0.680859422
BloodImage_00000.jpg,113,147,417,433,3,0.967747447
BloodImage_00000.jpg,53,84,112,148,3,0.514443057
BloodImage_00000.jpg,175,202,445,470,3,0.863205635
BloodImage_00000.jpg,0,34,0,13,3,0.993780797
BloodImage_00000.jpg,325,352,122,147,3,0.891002292
BloodImage_00000.jpg,376,401,48,137,1,0.961098127
BloodImage_00000.jpg,309,344,395,427,3,0.701624157
BloodImage_00000.jpg,458,486,223,272,3,0.722385941
BloodImage_00000.jpg,528,546,227,255,3,0.716719275
BloodImage_00000.jpg,326,370,0,25,3,0.902763001
BloodImage_00000.jpg,169,192,193,216,3,0.642526429
BloodImage_00000.jpg,411,456,64,92,3,0.899879736
BloodImage_00000.jpg,501,543,86,174,1,0.952481931
BloodImage_00000.jpg,470,501,332,373,3,0.800352895
BloodImage_00000.jpg,303,324,462,479,3,0.965426964
BloodImage_00000.jpg,235,304,0,19,3,0.889587953
BloodImage_00000.jpg,563,620,12,68,3,0.644462946
BloodImage_00000.jpg,316,369,0,30,3,0.502703086
BloodImage_00000.jpg,623,639,331,367,3,0.528439083
BloodImage_00000.jpg,547,576,57,83,3,0.96053993
BloodImage_00000.jpg,218,273,320,358,3,0.921947158
BloodImage_00000.jpg,349,379,120,160,3,0.73685547
BloodImage_00000.jpg,566,615,245,277,3,0.802740378
BloodImage_00000.jpg,161,324,81,212,3,0.975032453
BloodImage_00000.jpg,613,639,445,479,3,0.688340386
BloodImage_00000.jpg,33,68,368,407,3,0.827652582
BloodImage_00000.jpg,17,114,0,45,3,0.887914474
BloodImage_00000.jpg,104,165,306,388,3,0.979230464
BloodImage_00000.jpg,412,458,37,59,3,0.706870579
BloodImage_00000.jpg,589,633,29,70,1,0.865804194
BloodImage_00000.jpg,104,161,169,193,3,0.944352272
BloodImage_00000.jpg,297,359,25,68,3,0.906846577
BloodImage_00000.jpg,563,608,39,54,3,0.52173359
BloodImage_00000.jpg,436,487,221,268,3,0.93680231
BloodImage_00000.jpg,601,628,210,229,3,0.608292226
BloodImage_00000.jpg,303,360,0,72,3,0.961504065
BloodImage_00000.jpg,419,497,341,479,3,0.954018965
BloodImage_00000.jpg,535,580,96,117,3,0.980243554
BloodImage_00000.jpg,246,291,419,437,1,0.720742906
BloodImage_00000.jpg,236,330,382,462,3,0.543201962
BloodImage_00000.jpg,72,192,406,479,3,0.909929812
BloodImage_00000.jpg,78,155,233,319,3,0.578806706
BloodImage_00000.jpg,218,272,320,358,3,0.931898707
BloodImage_00000.jpg,545,562,199,219,2,0.733047589
BloodImage_00000.jpg,436,458,37,58,3,0.823681803
BloodImage_00000.jpg,31,52,439,464,3,0.995810359
BloodImage_00000.jpg,2,37,213,245,3,0.915557355
BloodImage_00000.jpg,0,53,0,29,3,0.654298358
BloodImage_00000.jpg,272,305,375,396,3,0.799215013
BloodImage_00000.jpg,265,287,139,159,3,0.780442084
BloodImage_00000.jpg,26,43,276,304,2,0.598670446
BloodImage_00000.jpg,104,131,117,142,3,0.677205238
BloodImage_00000.jpg,593,627,337,360,3,0.942408272
BloodImage_00000.jpg,422,447,417,441,1,0.592265775
BloodImage_00000.jpg,182,203,454,470,3,0.844651552
BloodImage_00000.jpg,352,396,155,193,3,0.685307708
BloodImage_00000.jpg,491,516,218,246,3,0.928661783
BloodImage_00000.jpg,531,602,0,47,3,0.931448157
BloodImage_00000.jpg,582,639,270,354,3,0.665489158
BloodImage_00000.jpg,109,175,0,49,3,0.964147848
BloodImage_00000.jpg,516,547,25,48,3,0.581287106
BloodImage_00000.jpg,536,559,166,216,3,0.823426084
BloodImage_00000.jpg,156,177,231,253,3,0.802007425
BloodImage_00000.jpg,536,573,211,223,1,0.837645354
BloodImage_00000.jpg,86,111,91,105,3,0.879781785
BloodImage_00000.jpg,413,433,135,158,3,0.731427282
BloodImage_00000.jpg,45,69,119,138,3,0.680509459
BloodImage_00000.jpg,530,575,134,175,3,0.910157456
BloodImage_00000.jpg,345,358,454,479,3,0.98057762
BloodImage_00000.jpg,322,371,385,408,3,0.993771143
BloodImage_00000.jpg,471,516,213,326,3,0.649506309
BloodImage_00000.jpg,0,147,0,166,3,0.697582103
BloodImage_00000.jpg,31,56,436,462,3,0.86013802
BloodImage_00000.jpg,609,639,407,442,3,0.892168082
BloodImage_00000.jpg,104,291,88,224,3,0.779787258
BloodImage_00000.jpg,516,555,343,363,3,0.951547197
BloodImage_00000.jpg,476,639,210,479,3,0.771204669
BloodImage_00000.jpg,403,428,120,139,3,0.74801078
BloodImage_00000.jpg,495,506,10,38,3,0.766129233
BloodImage_00000.jpg,448,475,22,49,3,0.939067753
BloodImage_00000.jpg,243,291,137,214,3,0.749344413
BloodImage_00000.jpg,412,448,0,12,3,0.969491105
BloodImage_00000.jpg,505,593,255,348,3,0.867298451
BloodImage_00000.jpg,310,320,271,307,3,0.951940178
BloodImage_00000.jpg,634,639,72,129,3,0.560680883
BloodImage_00000.jpg,531,554,236,263,3,0.988444623
BloodImage_00000.jpg,566,615,245,270,1,0.709201424
BloodImage_00000.jpg,489,548,429,479,3,0.939532961
BloodImage_00000.jpg,531,550,0,22,3,0.826410985
BloodImage_00000.jpg,8,165,306,479,3,0.921812361
BloodImage_00000.jpg,244,271,123,150,3,0.824462091
BloodImage_00000.jpg,377,401,78,137,3,0.988298748
BloodImage_00000.jpg,394,408,38,90,1,0.745251287
BloodImage_00000.jpg,593,633,408,442,3,0.835398574
BloodImage_00000.jpg,156,174,234,252,3,0.913468548
BloodImage_00000.jpg,594,639,373,418,3,0.903702457
BloodImage_00000.jpg,103,121,125,143,3,0.971708561
BloodImage_00000.jpg,501,536,138,174,3,0.847737346
BloodImage_00000.jpg,419,501,368,479,1,0.614356621
BloodImage_00000.jpg,33,88,31,91,3,0.612412918
BloodImage_00000.jpg,465,491,402,417,3,0.910343321
BloodImage_00000.jpg,532,562,143,189,3,0.970527172
BloodImage_00000.jpg,489,559,364,479,2,0.909507079
BloodImage_00000.jpg,388,442,309,353,3,0.737511924
BloodImage_00000.jpg,152,168,105,157,3,0.815309105
BloodImage_00000.jpg,412,458,37,62,3,0.86791458
BloodImage_00000.jpg,572,639,148,276,3,0.819359937
BloodImage_00000.jpg,476,503,459,479,3,0.979947365
BloodImage_00000.jpg,122,166,0,48,3,0.958993276
BloodImage_00000.jpg,377,392,281,326,3,0.960200052
BloodImage_00000.jpg,372,447,41,139,3,0.824978313
BloodImage_00000.jpg,495,507,135,161,3,0.903686258
BloodImage_00000.jpg,431,488,233,301,3,0.886804611
BloodImage_00000.jpg,101,124,0,17,3,0.730397074
BloodImage_00000.jpg,218,232,431,464,3,0.847411665
BloodImage_00000.jpg,471,546,210,305,3,0.931934441
BloodImage_00000.jpg,607,639,172,207,3,0.870467922
BloodImage_00000.jpg,273,315,133,198,3,0.985085416
BloodImage_00000.jpg,342,394,431,479,1,0.774801386
BloodImage_00000.jpg,545,578,146,177,3,0.712106746
BloodImage_00000.jpg,437,484,7,48,1,0.712612216
BloodImage_00000.jpg,220,243,213,240,3,0.87157531
BloodImage_00000.jpg,192,234,318,347,3,0.592951022
BloodImage_00000.jpg,453,545,73,161,3,0.906382772
BloodImage_00000.jpg,206,491,320,479,3,0.808740422
BloodImage_00000.jpg,588,639,340,374,3,0.514197246
BloodImage_00000.jpg,64,86,123,150,3,0.989892995
BloodImage_00000.jpg,421,579,344,436,3,0.911625327
BloodImage_00000.jpg,400,432,449,479,3,0.688335322
BloodImage_00000.jpg,408,457,63,92,3,0.982190469
BloodImage_00000.jpg,218,245,0,33,1,0.593664386
BloodImage_00000.jpg,0,28,300,326,3,0.606478524
BloodImage_00000.jpg,225,254,12,32,3,0.759012818
BloodImage_00000.jpg,313,327,407,440,3,0.876426236
BloodImage_00000.jpg,471,546,210,273,3,0.794150315
BloodImage_00000.jpg,400,469,446,479,3,0.65326331
BloodImage_00000.jpg,17,96,123,164,3,0.810932255
BloodImage_00000.jpg,421,505,370,436,3,0.659032879
BloodImage_00000.jpg,290,307,117,136,3,0.752861825
BloodImage_00000.jpg,309,338,270,325,3,0.833792955
BloodImage_00000.jpg,82,138,0,25,3,0.943522297
BloodImage_00000.jpg,434,474,219,242,3,0.936194319
BloodImage_00000.jpg,183,233,76,97,3,0.659789214
BloodImage_00000.jpg,32,55,107,128,3,0.695998287
BloodImage_00000.jpg,257,323,97,116,3,0.951400841
BloodImage_00000.jpg,9,59,471,479,2,0.549864476
BloodImage_00000.jpg,168,220,80,116,3,0.937938083
BloodImage_00000.jpg,192,239,183,219,3,0.698096286
BloodImage_00000.jpg,443,478,386,426,3,0.961352864
BloodImage_00000.jpg,59,79,418,446,3,0.949336157
BloodImage_00000.jpg,129,211,0,48,3,0.926167328
BloodImage_00000.jpg,326,337,127,155,3,0.917799322
BloodImage_00000.jpg,264,287,389,432,3,0.812082368
BloodImage_00000.jpg,33,138,0,91,3,0.816452943
BloodImage_00000.jpg,87,103,421,450,3,0.978893556
BloodImage_00000.jpg,558,639,0,304,3,0.681120604
BloodImage_00000.jpg,597,625,209,231,3,0.53596215
BloodImage_00000.jpg,506,529,325,345,2,0.664910987
BloodImage_00000.jpg,378,443,363,374,3,0.572068252
BloodImage_00000.jpg,509,554,66,122,3,0.845655989
BloodImage_00000.jpg,336,370,0,42,3,0.898060304
BloodImage_00000.jpg,0,22,22,42,3,0.904676854
BloodImage_00000.jpg,604,630,458,479,3,0.964849677
BloodImage_00000.jpg,30,90,60,111,3,0.979928866
BloodImage_00000.jpg,160,230,368,479,3,0.559241488
BloodImage_00000.jpg,122,192,76,155,3,0.846174719
BloodImage_00000.jpg,192,271,317,368,3,0.91974003
BloodImage_00000.jpg,502,528,96,127,3,0.769003266
BloodImage_00000.jpg,9,160,336,479,3,0.907479737
BloodImage_00000.jpg,545,614,433,479,1,0.610687175
BloodImage_00000.jpg,482,588,0,127,3,0.613998486
BloodImage_00000.jpg,487,588,10,122,1,0.762177044
BloodImage_00000.jpg,141,198,133,224,3,0.578853606
BloodImage_00000.jpg,0,96,28,166,3,0.906983154
BloodImage_00000.jpg,597,628,209,231,3,0.75083628
BloodImage_00000.jpg,374,402,383,404,3,0.809719994
BloodImage_00000.jpg,76,95,379,406,3,0.587742593
BloodImage_00000.jpg,558,579,268,294,3,0.697643473
BloodImage_00000.jpg,531,610,0,47,3,0.959164436
BloodImage_00000.jpg,134,169,143,170,3,0.879668532
BloodImage_00000.jpg,348,379,123,160,3,0.813486996
BloodImage_00000.jpg,316,337,307,323,3,0.966867546
BloodImage_00000.jpg,0,104,89,194,3,0.858604759
BloodImage_00000.jpg,180,200,253,275,1,0.691594821
BloodImage_00000.jpg,76,291,76,351,3,0.758441722
BloodImage_00000.jpg,576,624,240,266,3,0.753188713
BloodImage_00000.jpg,218,345,364,479,1,0.592988947
BloodImage_00000.jpg,551,580,105,117,3,0.986917231
BloodImage_00000.jpg,181,249,227,307,3,0.73541004
BloodImage_00000.jpg,30,90,60,118,3,0.993808526
BloodImage_00000.jpg,32,107,31,80,3,0.909872289
BloodImage_00000.jpg,447,466,156,180,3,0.624226646
BloodImage_00000.jpg,202,266,134,201,3,0.967471609
BloodImage_00000.jpg,0,31,87,107,1,0.585884397
BloodImage_00000.jpg,400,417,460,479,2,0.915427774
BloodImage_00000.jpg,592,619,79,122,3,0.542859098
BloodImage_00000.jpg,0,98,0,166,3,0.853834715
BloodImage_00000.jpg,259,333,387,462,3,0.666810024
BloodImage_00000.jpg,81,133,249,304,3,0.605792194
BloodImage_00000.jpg,556,593,428,450,3,0.800746376
BloodImage_00000.jpg,565,639,33,276,3,0.882797935
BloodImage_00000.jpg,313,348,36,71,3,0.745489672
BloodImage_00000.jpg,84,98,428,451,1,0.882919218
BloodImage_00000.jpg,400,436,359,371,1,0.595242292
BloodImage_00000.jpg,510,554,66,122,3,0.551521517
BloodImage_00000.jpg,363,390,277,326,3,0.554989458
BloodImage_00000.jpg,421,501,368,436,3,0.947246065
BloodImage_00000.jpg,264,287,139,159,3,0.73268335
BloodImage_00000.jpg,320,344,356,384,3,0.50250222
BloodImage_00000.jpg,410,447,88,116,3,0.97750636
BloodImage_00000.jpg,304,357,25,68,3,0.874148965
BloodImage_00000.jpg,35,109,0,40,3,0.973308454
BloodImage_00000.jpg,558,625,265,294,3,0.95107742
BloodImage_00000.jpg,73,145,176,354,3,0.872893597
BloodImage_00000.jpg,32,147,0,80,3,0.897011493
BloodImage_00000.jpg,154,175,206,222,3,0.722984565
BloodImage_00000.jpg,332,399,361,375,3,0.933425162
BloodImage_00000.jpg,558,625,240,294,3,0.540699386
BloodImage_00000.jpg,464,491,428,452,3,0.541074695
BloodImage_00000.jpg,342,359,41,66,3,0.718112001
BloodImage_00000.jpg,538,580,272,304,3,0.67765993
BloodImage_00000.jpg,72,90,450,479,3,0.916097816
BloodImage_00000.jpg,328,369,0,25,1,0.707023803
BloodImage_00000.jpg,161,399,0,127,2,0.676230706
BloodImage_00000.jpg,565,598,288,301,1,0.591958951
BloodImage_00000.jpg,471,507,213,273,2,0.620150047
BloodImage_00000.jpg,77,196,129,319,3,0.864223837
BloodImage_00000.jpg,0,143,154,416,3,0.743277391
BloodImage_00000.jpg,400,548,430,479,3,0.802438052
BloodImage_00000.jpg,184,224,97,140,3,0.641216464
BloodImage_00000.jpg,0,33,248,283,3,0.72589184
BloodImage_00000.jpg,309,344,395,448,3,0.849473411
BloodImage_00000.jpg,576,629,121,169,1,0.599532744
BloodImage_00000.jpg,584,634,192,211,3,0.501566475
BloodImage_00000.jpg,216,241,224,238,3,0.870971969
BloodImage_00000.jpg,315,335,406,439,3,0.941459493
BloodImage_00000.jpg,271,300,0,16,1,0.605398195
BloodImage_00000.jpg,297,486,176,356,3,0.620641939
BloodImage_00000.jpg,514,639,282,479,3,0.875540825
BloodImage_00000.jpg,320,342,361,384,3,0.955464476
BloodImage_00000.jpg,163,197,107,177,3,0.827996124
BloodImage_00000.jpg,208,230,352,384,3,0.797131673
BloodImage_00000.jpg,481,509,213,244,3,0.566683231
BloodImage_00000.jpg,363,391,277,328,3,0.931725526
BloodImage_00000.jpg,0,33,87,133,3,0.82566903
BloodImage_00000.jpg,259,323,97,115,3,0.897068803
BloodImage_00000.jpg,412,430,138,159,1,0.806798994
BloodImage_00000.jpg,0,24,367,436,3,0.785348366
BloodImage_00000.jpg,384,429,61,124,3,0.923026741
BloodImage_00000.jpg,201,273,133,212,3,0.534491018
BloodImage_00000.jpg,581,620,239,273,3,0.610027506
BloodImage_00000.jpg,229,261,253,267,3,0.879954543
BloodImage_00000.jpg,114,166,39,98,3,0.532921368
BloodImage_00000.jpg,302,347,176,220,3,0.588946827
BloodImage_00000.jpg,35,80,84,118,3,0.517217885
BloodImage_00000.jpg,0,33,91,134,3,0.757079663
BloodImage_00000.jpg,354,393,157,187,3,0.785694036
BloodImage_00000.jpg,49,135,0,42,3,0.504801434
BloodImage_00000.jpg,97,281,177,351,1,0.600127173
BloodImage_00000.jpg,505,632,64,348,3,0.937267526
BloodImage_00000.jpg,185,224,105,145,3,0.856160884
BloodImage_00000.jpg,476,627,57,352,3,0.570606716
BloodImage_00000.jpg,314,337,407,448,3,0.543442588
BloodImage_00000.jpg,158,224,331,401,3,0.54622917
BloodImage_00000.jpg,377,452,0,137,3,0.9633104
BloodImage_00000.jpg,566,639,33,173,3,0.860458401
BloodImage_00000.jpg,305,348,25,68,3,0.59974417
BloodImage_00000.jpg,9,79,418,479,3,0.880669969
BloodImage_00000.jpg,185,224,98,140,1,0.647099363
BloodImage_00000.jpg,0,192,344,479,3,0.76934409
BloodImage_00000.jpg,513,540,53,90,3,0.803172938
BloodImage_00000.jpg,528,639,282,479,1,0.859501427
BloodImage_00000.jpg,104,143,169,193,3,0.813247933
BloodImage_00000.jpg,17,96,107,164,3,0.745985317
BloodImage_00000.jpg,235,279,0,19,3,0.924935987
BloodImage_00000.jpg,107,133,128,148,3,0.822188659
BloodImage_00000.jpg,110,134,363,390,3,0.640816211
BloodImage_00000.jpg,320,368,361,385,3,0.943472399
BloodImage_00000.jpg,74,145,176,388,3,0.931433039
BloodImage_00000.jpg,548,579,128,157,3,0.928271322
BloodImage_00000.jpg,81,211,0,107,3,0.848974631
BloodImage_00000.jpg,255,315,96,108,3,0.794301151
BloodImage_00000.jpg,29,92,58,115,3,0.878024172
BloodImage_00000.jpg,85,119,408,428,3,0.963298479
BloodImage_00000.jpg,100,153,208,237,3,0.954563715
BloodImage_00000.jpg,86,111,347,369,3,0.878837524
BloodImage_00000.jpg,349,379,123,160,3,0.593015953
BloodImage_00000.jpg,0,19,398,449,1,0.584856222
BloodImage_00000.jpg,240,273,131,159,3,0.570660706
BloodImage_00000.jpg,509,632,64,267,3,0.672716688
BloodImage_00000.jpg,162,196,192,219,3,0.819127194
BloodImage_00000.jpg,183,232,76,96,3,0.69336891
BloodImage_00000.jpg,486,507,257,305,1,0.725945754
BloodImage_00000.jpg,233,255,79,96,1,0.684804757
BloodImage_00000.jpg,16,181,88,241,3,0.955314355
BloodImage_00000.jpg,77,181,129,243,3,0.987832987
BloodImage_00000.jpg,448,465,157,180,3,0.725830552
BloodImage_00000.jpg,184,198,97,138,1,0.641429379
BloodImage_00000.jpg,448,464,157,178,3,0.842548979
BloodImage_00000.jpg,472,496,63,95,1,0.582945798
BloodImage_00000.jpg,210,258,215,250,3,0.888643814
